店コード	店名称（漢字）	郵便番号	住所	latitude	longitude
05429	茅ヶ崎北口店	2530043	神奈川県茅ヶ崎市元町4-4	35.332799	139.408715
05430	合羽橋店	1110036	東京都台東区松が谷1-1-1	35.714938	139.786946
05431	高尾南口店	1930845	東京都八王子市初沢町1231-35KO52TAKAO	35.631509	139.275317
05432	足利鹿島店	3260844	栃木県足利市鹿島町59	36.345384	139.405897
05433	東浦店	4702102	愛知県知多郡東浦町大字緒川字平成8	34.978746	136.944579
05434	寝屋川早子町店	5720837	大阪府寝屋川市早子町9-17	34.763487	135.622609
05435	近江八幡店	5230896	滋賀県近江八幡市鷹飼町北4-3-2	35.12809	136.106243
05436	マックスバリュ幕張店	2620032	千葉県千葉市花見川区幕張町5-417-15	35.663024	140.055156
05437	稲毛店	2630043	千葉県千葉市稲毛区小仲台7-1-8	35.640201	140.096115
05438	浮間舟渡駅前店	1150051	東京都北区浮間4-32-221階B	35.788715	139.698464
05439	石巻大街道店	9860855	宮城県石巻市大街道東1-3-66	38.426692	141.286317
05440	東十条店	1140001	東京都北区東十条3-14-12ﾖｼｶｲﾋﾞﾙ1階	35.766233	139.728527
05441	三鷹北口店	1800006	東京都武蔵野市中町1-6-4三鷹山田ﾋﾞﾙ1F	35.706764	139.565014
05442	ウィング上大岡店	2330002	神奈川県横浜市港南区上大岡西1-6-1	35.405826	139.595687
05443	千鳥町店	1460083	東京都大田区千鳥1-21-1	35.571324	139.692203
05444	クロス向ヶ丘店	2140014	神奈川県川崎市多摩区登戸2779-1	35.620315	139.562041
05445	香芝真美ケ丘店	6390223	奈良県香芝市真美ｹ丘5-5-20	34.541334	135.722673
05446	御影クラッセ店	6580054	兵庫県神戸市東灘区御影中町3丁目2-1	34.717127	135.2541
05447	千葉中央店	2600014	千葉県千葉市中央区本千葉町15-1	35.606757	140.118709
05448	町田金森店	1940015	東京都町田市金森東4-42-23	35.531923	139.464099
05449	阪急茨木市駅東口店	5670829	大阪府茨木市双葉町8-1奥村ﾋﾞﾙ102号室	34.816073	135.577609
05450	旭川永山環状通り店	0798414	北海道旭川市永山四条4丁目10-11	43.800938	142.423124
05451	垂水駅北口店	6550029	兵庫県神戸市垂水区天ﾉ下町7-5	34.630805	135.052273
05452	月島店	1040052	東京都中央区月島1-27-9	35.663238	139.781474
05453	京王リトナード永山店	2060025	東京都多摩市永山1-18-1京王ﾘﾄﾅｰﾄﾞ永山2階	35.620955	139.446579
05454	秋川店	1970804	東京都あきる野市秋川4-14-7	35.731718	139.288458
05455	十日市場駅前店	2260025	神奈川県横浜市緑区十日市場町805-3	35.524084	139.513854
05456	阪急夙川駅前店	6620051	兵庫県西宮市羽衣町7-30夙川ｸﾞﾘｰﾝﾀｳﾝ103	34.740722	135.327208
05457	箕面牧落店	5620004	大阪府箕面市牧落3-14-39	34.822273	135.47186
05458	浜松志都呂店	4328069	静岡県浜松市中央区志都呂1-40-3	34.699623	137.654666
05459	トヨタ元町バイパス店	4710036	愛知県豊田市広久手町5-28-1	35.083007	137.131828
05460	フォレスタ六甲店	6570027	兵庫県神戸市灘区永手町4-2-1	34.716149	135.23938
05461	ウィングキッチン京急鶴見店	2300051	神奈川県横浜市鶴見区鶴見中央1-30-22ｳｨﾝｸﾞｷｯﾁﾝ京急鶴見1F201	35.508415	139.680155
05462	マーヴ浦安店	2790002	千葉県浦安市北栄1-12-13	35.665569	139.89911
05463	青森柳川店	0380012	青森県青森市柳川2-4-22	40.831327	140.730266
05464	横浜天王町店	2400003	神奈川県横浜市保土ヶ谷区天王町二丁目46-1ヴｨﾗﾃﾞｽﾃKOSUGE1階	35.45621	139.602022
05465	伊北インター店	3994601	長野県上伊那郡箕輪町中箕輪1439-1	35.929543	137.952531
05466	札幌琴似店	0630812	北海道札幌市西区琴似2条4-1-5	43.077286	141.303026
05467	玉名店	8650065	熊本県玉名市築地100-1	32.934417	130.532131
05468	八代あまがえ通り店	8660893	熊本県八代市海士江町3351-1	32.527204	130.624471
05470	市川大野店	2720804	千葉県市川市南大野1-47-5	35.745772	139.952961
08001	秋津店	1890001	東京都東村山市秋津町5-9-1ｼｬｲﾝﾈｽﾄ1階	35.775096	139.487774
08002	草加店	3400015	埼玉県草加市高砂2-7-1ｲﾄｰﾖｰｶﾄﾞｰB1F	35.827015	139.805426
08005	せんげん台駅前店	3430041	埼玉県越谷市千間台西1-1-1	35.933045	139.766382
08016	イオンモール幕張新都心店	2618535	千葉県千葉市美浜区豊砂1-5ｲｵﾝﾓｰﾙ幕張新都心D棟3階ごちそうﾊﾟｰｸ内	35.653865	140.03158
08017	東急プラザ新長田店	6530038	兵庫県神戸市長田区若松町5-5-1	34.655519	135.144195
08022	フレンドタウン日野店	5291601	滋賀県蒲生郡日野町大字松尾911	35.01677	136.242337
08026	羽曳野西浦店	5830861	大阪府羽曳野市西浦1085-1	34.545016	135.601981
08031	イオンモール堺北花田店	5918008	大阪府堺市北区東浅香山町4-1-12	34.584309	135.509153
08034	イズミヤ堀川丸太町店	6028142	京都府京都市上京区下堀川町146ﾃﾞｲﾘｰｶﾅｰﾄｲｽﾞﾐﾔ堀川丸太町店2F	35.016575	135.751477
08035	フレンドタウン深江橋店	5360022	大阪府大阪市城東区永田3-2-6	34.684262	135.556218
08036	近鉄東寺駅前店	6018415	京都府京都市南区西九条西蔵王町1-3	34.98072	135.752207
08037	イオンタウン釜石店	0260011	岩手県釜石市港町2-1-1	39.269257	141.886534
08040	京セラドーム大阪５１１Ｒ店	5500023	大阪府大阪市西区千代崎3ｰ中2-1京ｾﾗﾄﾞｰﾑ大阪内5階	34.672838	135.478821
08041	イオンモール木曽川店	4930001	愛知県一宮市木曽川町黒田字南八ﾂｹ池25-1	35.346401	136.780284
08042	長堀橋店	5420083	大阪府大阪市中央区東心斎橋1-1-10	34.67222	135.503878
08047	ＪＲ福島駅前店	5530003	大阪府大阪市福島区福島7-11-52	34.696087	135.485928
08052	横浜中山店	2260014	神奈川県横浜市緑区台村町225	35.507398	139.530875
08056	七重浜店	0490111	北海道北斗市七重浜1-4-49	41.819085	140.704939
08057	大和ハウス　プレミストドーム店	0620045	北海道札幌市豊平区羊ｹ丘1-3大和ﾊｳｽﾌﾟﾚﾐｽﾄﾄﾞｰﾑ内	42.992361	141.402655
08058	大和ハウス　プレミストドームＣ１０店	0620045	北海道札幌市豊平区羊ｹ丘1-3大和ﾊｳｽﾌﾟﾚﾐｽﾄﾄﾞｰﾑ内	42.992361	141.402655
08059	大和ハウス　プレミストドームＣ１店	0620045	北海道札幌市豊平区羊ｹ丘1-3大和ﾊｳｽﾌﾟﾚﾐｽﾄﾄﾞｰﾑ内	42.992361	141.402655
08060	札幌北２４条店	0010024	北海道札幌市北区北24条西3-1-10	43.090418	141.333597
08062	北大正門前店	0600809	北海道札幌市北区北九条西3丁目9-1	43.071916	141.35002
08063	札幌四番街店	0600063	北海道札幌市中央区南3条西4-1	43.055602	141.343889
08064	函館本通一丁目店	0410851	北海道函館市本通1-25-7	41.798163	140.770813
08065	新千歳空港店	0660012	北海道千歳市美々新千歳空港ﾀｰﾐﾅﾙﾋﾞﾙ	42.787815	141.69029
08073	イオンモール旭川駅前店	0700030	北海道旭川市宮下通り7-2-5	43.763531	142.360827
08074	東京タワー店	1050011	東京都港区芝公園4-2-8	35.65767	139.749802
08076	五条七本松店	6008813	京都府京都市下京区中堂寺南町105ｺﾞｰﾙﾄﾞﾊｲﾂ五条105	34.995147	135.740312
08078	西川口東口店	3320034	埼玉県川口市並木2-2-7	35.816568	139.708637
08079	烏丸御池店	6048271	京都府京都市中京区釜座通御池下る津軽町767ｲｰｸﾞﾙｺｰﾄ烏丸御池ﾙ･ｼｪﾙ	35.010369	135.755893
08085	伊北インター店	3994601	長野県上伊那郡箕輪町大字中箕輪1439-1	35.929543	137.952531
08086	松本駅ビルミドリ店	3900815	長野県松本市深志1-1-1	36.229405	137.969994
08089	川崎アゼリア店	2100007	神奈川県川崎市川崎区駅前本町26-2	35.53115	139.698574
08090	札幌北野店	0040863	北海道札幌市清田区北野3条2-13-54	43.011625	141.437308
08093	大船渡店	0220006	岩手県大船渡市立根町字岩脇17-4	39.115686	141.719956
08095	イオンモール浦和美園店	3368760	埼玉県さいたま市緑区美園5-50-1	35.890861	139.73128
08106	イオンモール京都桂川店	6018601	京都府京都市南区久世高田町376-1	34.9622	135.7197
08107	イオンレイクタウン　ｍｏｒｉ店	3430828	埼玉県越谷市ﾚｲｸﾀｳﾝ3-1-1	35.877628	139.822738
08108	ＪＲ野田店	5530006	大阪府大阪市福島区吉野3-12-26	34.690262	135.473344
08110	なんばウォーク店	5420076	大阪府大阪市中央区難波1丁目なんばｳｫｰｸ3-12	34.666334	135.500164
08113	仙台駅前店	9800021	宮城県仙台市青葉区中央3-1-3	38.259906	140.878845
08114	パレット久茂地店	9000015	沖縄県那覇市久茂地1-1-1	26.2152	127.680165
08115	新小岩南口店	1240024	東京都葛飾区新小岩1-44-2	35.716601	139.862823
08119	イオンモール松本店	3908560	長野県松本市中央4-9-51風庭3Fﾌｰﾄﾞｺｰﾄ	36.24245	137.97554
08120	ニトリモール枚方店	5730171	大阪府枚方市北山1丁目2-1	34.841912	135.70149
08123	ＪＲ王寺店	6360003	奈良県北葛城郡王寺町久度2-3538-1	34.598346	135.70124
08124	長居店	5580004	大阪府大阪市住吉区長居東4-2-10	34.607471	135.517014
08125	渋谷円山町店	1500044	東京都渋谷区円山町28-4大場ﾋﾞﾙA館1A	35.657514	139.694603
08126	川越山田店	3500822	埼玉県川越市山田1733-1	35.943398	139.478087
08127	フレスポ函館戸倉店	0420953	北海道函館市戸倉町320-1	41.78308	140.804049
08128	雑色駅前店	1440055	東京都大田区仲六郷2丁目43-10	35.547701	139.712032
08131	大森北店	1430016	東京都大田区大森北1-30-1	35.583057	139.730184
08133	成城学園前店	1570066	東京都世田谷区成城2-40-1成城第一ﾋﾞﾙ1階	35.642824	139.596734
08135	本厚木北口店	2430018	神奈川県厚木市中町2-6-5	35.440341	139.363991
08142	イオンモール京都五条店	6150035	京都府京都市右京区西院追分町25-1	34.998069	135.726303
08144	神戸学園都市店	6512103	兵庫県神戸市西区学園西町1-4	34.682499	135.053444
08149	明石大久保インター店	6740051	兵庫県明石市大久保町大窪2677-1	34.689773	134.947065
08150	戸越公園駅前店	1420041	東京都品川区戸越5-18-7	35.611762	139.71813
08151	十和田東一番町店	0340012	青森県十和田市東一番町4-10	40.622115	141.215372
08152	ＪＲ高槻駅南店	5690804	大阪府高槻市紺屋町7-12寺本ﾋﾞﾙ1F	34.849195	135.618574
08154	イオンモール鶴見緑地店	5380053	大阪府大阪市鶴見区鶴見4-17-1	34.702734	135.563874
08155	京阪枚方市駅店	5730032	大阪府枚方市岡東町19-14	34.816433	135.650599
08156	大濠公園前店	8100062	福岡県福岡市中央区荒戸2-1-18ｱｽｴﾘｱ大濠公園1階	33.592302	130.375812
08160	さいたま三橋店	3300856	埼玉県さいたま市大宮区三橋1-1028-1	35.899828	139.603454
08161	緑一丁目店	5380054	大阪府大阪市鶴見区緑一丁目19-2	34.712573	135.564177
08162	南森町店	5300047	大阪府大阪市北区西天満5-1-3	34.696683	135.505295
08164	川口新井町店	3320005	埼玉県川口市新井町16-12	35.802438	139.741368
08167	イオンモール東久留米店	2030023	東京都東久留米市南沢五丁目17-62	35.749905	139.529601
08168	京王高幡ＳＣ店	1910031	東京都日野市高幡128-5京王高幡ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ1階	35.662297	139.412647
08170	エミオ練馬高野台店	1770033	東京都練馬区高野台1-7-27ｴﾐｵ練馬高野台1階	35.746584	139.615774
08171	宇治半白店	6110021	京都府宇治市宇治半白59-1	34.889907	135.799347
08172	綾瀬店	1200005	東京都足立区綾瀬3-1-16	35.765429	139.825465
08173	アトレ品川店	1080075	東京都港区港南2-18-1	35.62943	139.748599
08174	神戸元町店	6500022	兵庫県神戸市中央区元町通1-13-15	34.686347	135.183809
08175	フォレスタ六甲店	6570027	兵庫県神戸市灘区永手町4-2-1	34.716149	135.23938
08176	岩見沢店	0680030	北海道岩見沢市十条西1-5-1	43.191648	141.760928
08178	アリオ西新井店	1230843	東京都足立区西新井栄町1-20-1ｱﾘｵ西新井1階	35.775986	139.786779
08179	京橋店	5340024	大阪府大阪市都島区東野田町2-9-11	34.69843	135.532015
08180	ＪＲ広島駅店	7320822	広島県広島市南区松原町2-37JR広島駅在来改札内ｱﾝﾄﾚﾏﾙｼｪ広島内	34.396388	132.473655
08181	ラソラ札幌店	0030004	北海道札幌市白石区東札幌4条1丁目1-1ﾗｿﾗ札幌Bﾀｳﾝ1階	43.05092	141.390847
08182	西友清瀬店	2040021	東京都清瀬市元町1-4-5	35.774995	139.516446
08184	横浜天王町店	2400003	神奈川県横浜市保土ヶ谷区天王町二丁目46-1ヴｨﾗﾃﾞｽﾃKOSUGE1階	35.45621	139.602022
08185	旗の台店	1420064	東京都品川区旗の台2-1-22	35.605452	139.702838
08187	柏豊四季店	2770863	千葉県柏市豊四季1007-8	35.866205	139.946782
08188	太秦天神川店	6168084	京都府京都市右京区太秦安井一町田町14番地	35.01277	135.717639
08189	南林間西口店	2420006	神奈川県大和市南林間1-8-2南林間西口第2ﾋﾞﾙ1階	35.494912	139.441485
08193	所沢西口店	3591123	埼玉県所沢市日吉町12-1	35.787702	139.469482
08194	瀬谷駅店	2460031	神奈川県横浜市瀬谷区瀬谷4-1-1	35.468372	139.483972
08195	大泉学園ゆめりあ店	1780063	東京都練馬区東大泉5-43-1大泉学園ゆめりあﾌｪﾝﾃ2F201A区画	35.74911	139.587312
08196	新江古田店	1760012	東京都練馬区豊玉北1-3-24ｿﾚｲﾕ江古田1階	35.734344	139.660148
08197	ＪＲ神戸店	6500025	兵庫県神戸市中央区相生町3-1-2	34.679521	135.177989
08198	エスコンフィールドＨＯＫＫＡＩＤＯ店	0611116	北海道北広島市Fﾋﾞﾚｯｼﾞ1番地	42.9900025	141.54982
08200	麗澤大学前店	2770062	千葉県柏市光ｹ丘団地1-1	35.82823	139.958991
08201	京都北山駅前店	6060833	京都府京都市左京区下鴨前萩町5-7GATODM北山	35.050461	135.767901
08202	トナリエ大和高田店	6350015	奈良県大和高田市幸町3-182F251	34.518123	135.746098
08203	平和島駅前店	1430016	東京都大田区大森北6-27-3伊東ﾋﾞﾙ1階	35.583057	139.730184
08204	ウィングキッチン京急鶴見店	2300051	神奈川県横浜市鶴見区鶴見中央1-30-22ｳｨﾝｸﾞｷｯﾁﾝ京急鶴見1F201	35.508415	139.680155
08205	久我山店	1680082	東京都杉並区久我山5-8-17関口ﾋﾞﾙ1階	35.686855	139.599614
08206	シャポー小岩店	1330056	東京都江戸川区南小岩7-24-15ｼｬﾎﾟｰ小岩1階1-11号	35.725385	139.884271
08207	四条西洞院店	6008493	京都府京都市下京区四条通西洞院東入郭巨山町6	35.003875	135.755745
08208	唐津店	8470821	佐賀県唐津市町田1011番	33.441132	129.96896
08209	京急杉田店	2350033	神奈川県横浜市磯子区杉田1-14-9	35.377985	139.616926
08210	パオレ南大沢店	1920364	東京都八王子市南大沢2-2ﾊﾟｵﾚﾋﾞﾙ4階	35.610403	139.379644
08211	イオン市川妙典店	2720111	千葉県市川市妙典5-3-1	35.693949	139.928724
08212	奈良学園前店	6310034	奈良県奈良市学園南3-1-5奈良西部会館1階102	34.693562	135.752241
08213	相模原ラクーン店	2520205	神奈川県相模原市中央区小山1-1-14	35.58469	139.361434
08215	名古屋伏見店	4600008	愛知県名古屋市中区栄1-5-8	35.166558	136.905118
08216	三田本町店	6691526	兵庫県三田市相生町11-12	34.882886	135.227772
08218	フォレオ大津一里山店	5202153	滋賀県大津市一里山7-1-1	34.979701	135.933153
08219	箕面牧落店	5620004	大阪府箕面市牧落3-14-39	34.822273	135.47186
08220	ブランチ横浜南部市場店	2360002	神奈川県横浜市金沢区鳥浜町1-1	35.384636	139.644022
08221	ひばりヶ丘北口店	2020002	東京都西東京市ひばりが丘北3-3-23BMﾋﾞﾙ1階	35.752274	139.547922
08222	キテラプラザ青葉台店	2270062	神奈川県横浜市青葉区青葉台2-2-2	35.545986	139.516522
08223	桜台千川通り店	1760002	東京都練馬区桜台1-4-11ﾗｲｵﾝｽﾞﾏﾝｼｮﾝ桜台駅前101号室	35.743643	139.661913
08224	テラスウォーク一宮店	4910022	愛知県一宮市両郷町1-2	35.313034	136.819108
08225	仙台長町店	9820011	宮城県仙台市太白区長町6-5-38	38.22925	140.883112
08227	市川大野店	2720804	千葉県市川市南大野1-47-5	35.745772	139.952961
08228	皿倉テラス店	8050062	福岡県北九州市八幡東区平野3-2-58	33.861709	130.791915
08230	神戸大開店	6520802	兵庫県神戸市兵庫区水木通7-1-10	34.673086	135.163632
08233	越谷レイクタウン店	3430828	埼玉県越谷市ﾚｲｸﾀｳﾝ7-16-4	35.877628	139.822738
08235	イズミヤ神戸玉津店	6512132	兵庫県神戸市西区森友3-7-3	34.665245	134.982536
08236	ガーデンズ千早東店	8130044	福岡県福岡市東区千早3-6-36	33.651497	130.435877
08237	西神プレンティ店	6512273	兵庫県神戸市西区糀台5-2-3	34.71798	135.022674
08238	生駒上町店	6300131	奈良県生駒市上町1-1	34.716571	135.723254
08240	黒川駅前店	4620842	愛知県名古屋市北区志賀南通1-20-1	35.197365	136.912291
08241	鶴瀬駅東口店	3540024	埼玉県富士見市鶴瀬東1丁目2520-4	35.84844	139.539379
08243	二俣川ジョイナステラス３店	2410821	神奈川県横浜市旭区二俣川1-3-2ｼﾞｮｲﾅｽﾃﾗｽ34階	35.463478	139.531416
08244	小田急マルシェ百合ヶ丘店	2150011	神奈川県川崎市麻生区百合丘1-21-1	35.604362	139.517185
08245	国道１７号北本店	3640004	埼玉県北本市山中1-60	36.033254	139.546607
08247	光が丘ＩＭＡ店	1790072	東京都練馬区光が丘5-1-1ｲﾏﾐｾ4階IMADINING	35.761758	139.629419
08248	西長堀店	5500014	大阪府大阪市西区北堀江3-9-1	34.674127	135.490335
08249	イオンモール札幌苗穂店	0070802	北海道札幌市東区東苗穂二条3-1-1	43.081859	141.401738
08250	稲毛海岸店	2610004	千葉県千葉市美浜区高洲3-23-1ﾍﾟﾘｴﾒﾃﾞｨｶﾙﾋﾞﾙ美浜1F	35.627395	140.076959
08252	三ノ宮駅東店	6510096	兵庫県神戸市中央区雲井通4-2-14	34.695521	135.198017
08253	ミスターマックス新習志野店	2750024	千葉県習志野市茜浜2丁目2-1ﾐｽﾀｰﾏｯｸｽ1F	35.665419	140.006201
08254	ＢＬＡＮＤＥ三郷店	3410024	埼玉県三郷市三郷1丁目3-1BLANDE三郷	35.844376	139.883301
08255	マーヴ浦安店	2790002	千葉県浦安市北栄1-12-13	35.665569	139.89911
08256	ららぽーと堺店	5878577	大阪府堺市美原区黒山22-13F39021	34.5453	135.5539
08257	ｔｅｔｅ名谷店	6540154	兵庫県神戸市須磨区中落合2-3-12203区画	34.680883	135.095597
08258	イオンモール船橋店	2730045	千葉県船橋市山手1-1-8354区画	35.715133	139.976545
08259	プライムツリー赤池店	4700126	愛知県日進市赤池町箕ﾉ手13階	35.120635	137.015705
08261	ＮＡＭＢＡなんなん店	5420076	大阪府大阪市中央区難波5丁目なんなんﾀｳﾝ5号	34.666334	135.500164
08262	水戸駅南口店	3100015	茨城県水戸市宮町1-7-44COMBOX3階	36.372067	140.474605
08263	浅草橋駅前店	1110052	東京都台東区柳橋1-20-4Vort浅草橋駅前V1階	35.697771	139.7885
08264	イオンモール秋田店	0101413	秋田県秋田市御所野地蔵田1-1-1	39.660928	140.156173
08265	ヤオコー杉並桃井店	1670034	東京都杉並区桃井3-5-1ﾔｵｺｰ杉並桃井店2F	35.713253	139.607914
08266	元住吉ブレーメン通り店	2110025	神奈川県川崎市中原区木月1-29-23ｸﾗｳﾝﾋﾞﾙ1階	35.562812	139.653424
08267	八潮店	3400808	埼玉県八潮市緑町4-12-1	35.825262	139.829818
08268	松戸六高台店	2702203	千葉県松戸市六高台8-49	35.799124	139.987897
08269	そよら飯田アップルロード店	3950805	長野県飯田市鼎一色456	35.501692	137.813547
08270	茨木鮎川店	5670831	大阪府茨木市鮎川4-149-1	34.817693	135.595253
08271	江別野幌店	0690814	北海道江別市野幌松並町38-1	43.087251	141.518423
08272	イオン相模原店	2520344	神奈川県相模原市南区古淵2-10-1ｲｵﾝ相模原ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ3階	35.554147	139.420674
08273	奈良押熊店	6310011	奈良県奈良市押熊町779	34.720884	135.767476
08274	ヴィータモールせいせき店	2060011	東京都多摩市関戸4-72ヴｨｰﾀ聖蹟桜ヶ丘2階230区画	35.647593	139.450767
08275	石巻あけぼの店	9860862	宮城県石巻市あけぼの2-4-2	38.451765	141.273582
08277	イオンモール長久手店	4801128	愛知県長久手市勝入塚501	35.172127	137.049253
08278	ピオレ明石店	6730891	兵庫県明石市大明石町1-1-23東館2階	34.648172	134.991459
08279	桑園駅前店	0600010	北海道札幌市中央区北10条14-1ｿｳｴﾝBRIDGE	43.069748	141.324963
08280	京阪古川橋店	5710066	大阪府門真市幸福町3-1ｺｱ古川橋東館	34.741995	135.590329
08282	イオンモール堺鉄砲町店	5900905	大阪府堺市堺区鉄砲町1	34.594923	135.480719
08283	お花茶屋駅前店	1240003	東京都葛飾区お花茶屋1-18-13	35.751999	139.840258
09903	Ｐ４テストＩＳＩＤ＃３	1416004	東京都品川区大崎2-1-1ThinkParkTower4階	35.618461	139.7276249
